,Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,STL_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
0,1,Russell Westbrook 2018,33.3,7.0,12.0,0.583333333333,0.0,1.0,0.0,0.583333333333,7.0,10.0,0.7,10.0,16.0,0.0,21.0,0.640243902439,79.8,29.9,28.7,116.0,87.0
1,2,Russell Westbrook 2018,34.6583333333,4.5,11.5,0.391304347826,0.5,3.0,0.166666666667,0.413043478261,4.0,7.0,0.571428571429,11.5,12.5,1.0,13.5,0.462962962963,60.35,32.65,27.1,87.5,93.5
2,3,Russell Westbrook 2018,35.2777777778,7.0,15.6666666667,0.446808510638,2.0,4.66666666667,0.428571428571,0.510638297872,3.33333333333,6.0,0.555555555556,9.33333333333,11.6666666667,0.666666666667,19.3333333333,0.528040786599,54.7333333333,24.1666666667,28.7333333333,99.3333333333,101.666666667
3,4,Russell Westbrook 2018,35.2458333333,7.75,16.25,0.476923076923,2.0,4.5,0.444444444444,0.538461538462,4.0,7.0,0.571428571429,9.5,12.75,1.25,21.5,0.556130367305,59.675,24.075,29.875,104.25,98.0
4,5,Russell Westbrook 2018,35.55,8.2,16.6,0.493975903614,1.8,4.2,0.428571428571,0.548192771084,4.4,7.2,0.611111111111,9.2,12.0,1.4,22.6,0.571630918656,55.58,24.68,30.84,104.6,102.2
5,6,Russell Westbrook 2018,34.3611111111,7.66666666667,16.0,0.479166666667,1.5,3.83333333333,0.391304347826,0.526041666667,4.0,6.5,0.615384615385,9.83333333333,12.1666666667,1.5,20.8333333333,0.552315305762,58.3,22.6166666667,30.0666666667,106.166666667,96.1666666667
6,7,Russell Westbrook 2018,33.25,7.28571428571,15.4285714286,0.472222222222,1.28571428571,3.57142857143,0.36,0.513888888889,3.71428571429,6.0,0.619047619048,9.85714285714,11.8571428571,1.28571428571,19.5714285714,0.541587602783,58.3,22.6857142857,30.0142857143,105.428571429,96.4285714286
7,8,Russell Westbrook 2018,33.8145833333,7.25,16.0,0.453125,1.5,4.0,0.375,0.5,3.5,5.5,0.636363636364,9.375,11.75,1.25,19.5,0.529315960912,57.7125,22.6375,30.325,103.625,98.25
8,9,Russell Westbrook 2018,34.0185185185,7.55555555556,17.0,0.444444444444,1.66666666667,4.66666666667,0.357142857143,0.493464052288,3.33333333333,5.66666666667,0.588235294118,9.0,11.4444444444,1.33333333333,20.1111111111,0.515845873233,56.3777777778,20.8555555556,31.1,102.888888889,98.6666666667
9,10,Russell Westbrook 2018,34.275,7.5,17.4,0.431034482759,1.7,5.0,0.34,0.479885057471,3.4,5.6,0.607142857143,9.3,10.9,1.5,20.1,0.505940394684,54.71,21.09,31.59,100.0,97.8
10,11,Russell Westbrook 2018,34.3772727273,7.36363636364,17.8181818182,0.413265306122,1.63636363636,5.09090909091,0.321428571429,0.459183673469,3.09090909091,5.36363636364,0.576271186441,9.09090909091,10.3636363636,1.63636363636,19.4545454545,0.482068841233,51.8,20.2090909091,31.6090909091,97.7272727273,99.0
11,12,Russell Westbrook 2018,34.3388888889,7.41666666667,17.6666666667,0.419811320755,1.58333333333,4.91666666667,0.322033898305,0.464622641509,3.25,5.41666666667,0.6,8.58333333333,10.1666666667,1.75,19.6666666667,0.490440565254,50.775,20.0,31.4583333333,99.25,100.166666667
12,13,Russell Westbrook 2018,34.2115384615,7.30769230769,17.6923076923,0.413043478261,1.69230769231,4.92307692308,0.34375,0.460869565217,3.92307692308,6.0,0.653846153846,8.38461538462,9.76923076923,1.84615384615,20.2307692308,0.497503026634,48.9461538462,19.5692307692,32.1615384615,99.8461538462,99.7692307692
13,14,Russell Westbrook 2018,34.0452380952,7.21428571429,17.3571428571,0.415637860082,1.71428571429,4.92857142857,0.347826086957,0.465020576132,4.14285714286,6.07142857143,0.682352941176,8.14285714286,9.57142857143,2.0,20.2857142857,0.506419400856,49.8857142857,19.5928571429,31.9928571429,101.142857143,98.2857142857
14,15,Russell Westbrook 2018,34.2977777778,7.06666666667,17.6666666667,0.4,1.6,4.86666666667,0.328767123288,0.445283018868,4.2,6.0,0.7,8.2,9.53333333333,1.86666666667,19.9333333333,0.490807616546,48.8933333333,18.7933333333,31.9466666667,100.333333333,99.7333333333
15,16,Russell Westbrook 2018,34.5677083333,7.0,17.75,0.394366197183,1.625,5.0,0.325,0.44014084507,4.4375,6.25,0.71,8.6875,9.6875,1.9375,20.0625,0.489329268293,48.8875,18.33125,31.74375,100.875,100.0625
16,17,Russell Westbrook 2018,34.7068627451,7.35294117647,18.2941176471,0.40192926045,1.58823529412,4.94117647059,0.321428571429,0.445337620579,4.58823529412,6.35294117647,0.722222222222,8.76470588235,9.64705882353,2.05882352941,20.8823529412,0.495090929376,48.8647058824,18.2176470588,32.2529411765,101.470588235,99.1764705882
17,18,Russell Westbrook 2018,34.9472222222,7.5,18.8888888889,0.397058823529,1.55555555556,5.22222222222,0.297872340426,0.438235294118,4.66666666667,6.38888888889,0.730434782609,8.88888888889,9.72222222222,2.11111111111,21.2222222222,0.488991295443,48.6777777778,17.9555555556,32.6555555556,101.0,99.0555555556
18,19,Russell Westbrook 2018,35.1894736842,7.57894736842,18.8947368421,0.401114206128,1.68421052632,5.36842105263,0.313725490196,0.445682451253,4.73684210526,6.52631578947,0.725806451613,9.05263157895,9.68421052632,2.05263157895,21.5789473684,0.495695908695,49.2947368421,17.7894736842,32.6157894737,101.631578947,99.5263157895
19,20,Russell Westbrook 2018,35.3191666667,7.75,19.1,0.405759162304,1.95,5.6,0.348214285714,0.456806282723,4.9,6.8,0.720588235294,9.15,9.45,2.2,22.35,0.505839217816,48.15,17.89,32.82,102.45,100.3
20,21,Russell Westbrook 2018,35.3920634921,7.66666666667,19.1904761905,0.399503722084,1.85714285714,5.71428571429,0.325,0.447890818859,4.80952380952,6.66666666667,0.721428571429,9.14285714286,9.66666666667,2.19047619048,22.0,0.497201894102,48.4761904762,18.1571428571,32.9857142857,101.904761905,101.0
21,22,Russell Westbrook 2018,35.5340909091,7.72727272727,19.3181818182,0.4,1.86363636364,5.54545454545,0.33606557377,0.448235294118,4.68181818182,6.63636363636,0.705479452055,9.13636363636,9.68181818182,2.13636363636,22.0,0.49464475513,48.4681818182,18.3363636364,33.0272727273,101.272727273,100.636363636
22,23,Russell Westbrook 2018,35.652173913,7.91304347826,19.5652173913,0.404444444444,1.86956521739,5.69565217391,0.328244274809,0.452222222222,4.82608695652,6.73913043478,0.716129032258,9.26086956522,9.86956521739,2.08695652174,22.5217391304,0.499807024315,49.552173913,18.3869565217,33.3695652174,101.826086957,100.47826087
